handle,sku,title,price,peso,vol,peso_dim,lam,perfil,tag
resideo-vczaa1532-u-vc-2-way-valve-assembly-1-2-in-sweat-0-7-cv-equal-percentage,HONE-VCZAA1532/U,"Resideo VCZAA1532/U VC 2-Way Valve Assembly, 1/2 in Sweat, 0.7 Cv, Equal Percentage",54.96,1.1,,0.00,0.0200,General,free-ship-eligible
resideo-vczaa1632-u-vc-2-way-equal-percentage-valve-1-2-in-trane,HONE-VCZAA1632/U,"Resideo VCZAA1632/U VC 2-Way Equal Percentage Valve, 1/2 in, Trane",54.46,1.1,,0.00,0.0202,General,free-ship-eligible
resideo-vczaa3100-u-vc-2-way-valve-assembly-1-2-in-sweat-3-5-cv-linear,HONE-VCZAA3100/U,"Resideo VCZAA3100/U VC 2-Way Valve Assembly, 1/2 in Sweat, 3.5 Cv, Linear",53.93,1.0,,0.00,0.0185,General,free-ship-eligible
resideo-vczae1100-u-vc-2-way-valve-1-2-in-inverted-flare-3-2-cv-linearized-cartridge,HONE-VCZAE1100/U,"Resideo VCZAE1100/U VC 2-Way Valve, 1/2 in Inverted Flare, 3.2 Cv, Linearized Cartridge",53.67,1.3,,0.00,0.0242,General,free-ship-eligible
resideo-vczaf1000-u-vc-valve-body-1-2-in-bsp,HONE-VCZAF1000/U,"Resideo VCZAF1000/U VC Valve Body, 1/2 in BSP",113.50,0.6,,0.00,0.0053,General,free-ship-eligible
resideo-vczaj1000-u-vc-2-way-valve,HONE-VCZAJ1000/U,Resideo VCZAJ1000/U VC 2-Way Valve,56.27,0.7,,0.00,0.0124,General,free-ship-eligible
resideo-vczal1000-u-vc-2-way-valve-assembly-3-4-in-fnpt-6-3-cv-quick-open,HONE-VCZAL1000/U,"Resideo VCZAL1000/U VC 2-Way Valve Assembly, 3/4 in FNPT, 6.3 Cv, Quick Open",89.24,1.2,,0.00,0.0134,General,free-ship-eligible
resideo-vczal1131-u-vc-2-way-linear-valve-assembly-3-4-in-internal-npt,HONE-VCZAL1131/U,"Resideo VCZAL1131/U VC 2-Way Linear Valve Assembly, 3/4 in Internal NPT",70.39,1.2,,0.00,0.0170,General,free-ship-eligible
resideo-vczal3400-u-vc-2-way-valve-0-75-in-npt-3-9-cv-60-psid-close-off-equal-percent,HONE-VCZAL3400/U,"Resideo VCZAL3400/U VC 2-Way Valve, 0.75 in NPT, 3.9 Cv, 60 psid Close-Off, Equal Percent",84.56,1.2,,0.00,0.0142,General,free-ship-eligible
resideo-vczam1000-u-vc-2-way-valve-assembly-3-4-in-sweat,HONE-VCZAM1000/U,"Resideo VCZAM1000/U VC 2-Way Valve Assembly, 3/4 in Sweat",57.29,1.2,,0.00,0.0209,General,free-ship-eligible
resideo-vczam1100-u-vc-2-way-valve-assembly-3-4-in-sweat-4-6-cv-linear,HONE-VCZAM1100/U,"Resideo VCZAM1100/U VC 2-Way Valve Assembly, 3/4 in Sweat, 4.6 Cv, Linear",80.69,1.2,,0.00,0.0149,General,free-ship-eligible
resideo-vczam3400-u-vc-2-way-valve-assembly-3-4-in-sweat-3-9-cv-equal-percentage,HONE-VCZAM3400/U,"Resideo VCZAM3400/U VC 2-Way Valve Assembly, 3/4 in Sweat, 3.9 Cv, Equal Percentage",111.86,1.2,,0.00,0.0107,General,free-ship-eligible
resideo-vczar1131-u-vc-2-way-linear-valve-assembly-1-in-internal-npt,HONE-VCZAR1131/U,"Resideo VCZAR1131/U VC 2-Way Linear Valve Assembly, 1 in Internal NPT",97.64,1.1,,0.00,0.0113,General,free-ship-eligible
resideo-vczar3100-u-vc-2-way-valve-assembly-1-in-fnpt-6-6-cv-linear,HONE-VCZAR3100/U,"Resideo VCZAR3100/U VC 2-Way Valve Assembly, 1 in FNPT, 6.6 Cv, Linear",122.00,1.2,,0.00,0.0098,General,free-ship-eligible
resideo-vczas1100-u-vc-2-way-valve-assembly-1-in-sweat-6-6-cv-linear,HONE-VCZAS1100/U,"Resideo VCZAS1100/U VC 2-Way Valve Assembly, 1 in Sweat, 6.6 Cv, Linear",120.49,1.2,,0.00,0.0100,General,free-ship-eligible
resideo-vczas1132-u-vc-2-way-linear-valve-1-in-sweat-trane,HONE-VCZAS1132/U,"Resideo VCZAS1132/U VC 2-Way Linear Valve, 1 in Sweat, Trane",53.83,1.3,,0.00,0.0242,General,free-ship-eligible
resideo-vczbb1000-u-vc-2-way-valve-assembly-1-2-in-internal-npt,HONE-VCZBB1000/U,"Resideo VCZBB1000/U VC 2-Way Valve Assembly, 1/2 in Internal NPT",51.66,1.3,,0.00,0.0252,General,free-ship-eligible
resideo-vczbb3600-u-vc-2-way-valve-0-5-in-npt-1-1-cv-60-psid-close-off-equal-percent,HONE-VCZBB3600/U,"Resideo VCZBB3600/U VC 2-Way Valve, 0.5 in NPT, 1.1 Cv, 60 psid Close-Off, Equal Percent",61.63,1.3,,0.00,0.0211,General,free-ship-eligible
resideo-vczbd1100-u-vc-2-way-valve-body-1-1-4-in-female-npt-7-cv-linearized-cartridge,HONE-VCZBD1100/U,"Resideo VCZBD1100/U VC 2-Way Valve Body, 1-1/4 in Female NPT, 7 Cv, Linearized Cartridge",165.73,1.8,,0.00,0.0109,General,free-ship-eligible
resideo-vczbd3100-u-vc-2-way-valve-1-25-in-npt-8-cv-60-psid-close-off-linear,HONE-VCZBD3100/U,"Resideo VCZBD3100/U VC 2-Way Valve, 1.25 in NPT, 8 Cv, 60 psid Close-Off, Linear",157.00,1.8,,0.00,0.0115,General,free-ship-eligible
resideo-vczma6000-u-vc-3-way-valve-assembly-1-2-in-sweat,HONE-VCZMA6000/U,"Resideo VCZMA6000/U VC 3-Way Valve Assembly, 1/2 in Sweat",61.71,1.1,,0.00,0.0178,General,free-ship-eligible
resideo-vczma6132-u-vc-3-way-valve-assembly-1-2-in-trane,HONE-VCZMA6132/U,"Resideo VCZMA6132/U VC 3-Way Valve Assembly, 1/2 in, Trane",52.80,1.1,,0.00,0.0208,General,free-ship-eligible
resideo-vczma6532-u-vc-3-way-equal-percentage-valve-1-2-in-trane,HONE-VCZMA6532/U,"Resideo VCZMA6532/U VC 3-Way Equal Percentage Valve, 1/2 in, Trane",63.39,1.1,,0.00,0.0174,General,free-ship-eligible
resideo-vczma6632-u-vc-3-way-equal-percentage-valve-1-2-in-trane,HONE-VCZMA6632/U,"Resideo VCZMA6632/U VC 3-Way Equal Percentage Valve, 1/2 in, Trane",52.17,1.1,,0.00,0.0211,General,free-ship-eligible
resideo-vczmd6100-u-vc-3-way-valve-1-2-in-inverted-flare-4-2-cv-linearized-cartridge,HONE-VCZMD6100/U,"Resideo VCZMD6100/U VC 3-Way Valve, 1/2 in Inverted Flare, 4.2 Cv, Linearized Cartridge",73.01,1.5,,0.00,0.0205,General,free-ship-eligible
resideo-vczmk6100-u-vc-3-way-valve-body-3-4-in-npt-6-6-cv-linearized-cartridge,HONE-VCZMK6100/U,"Resideo VCZMK6100/U VC 3-Way Valve Body, 3/4 in NPT, 6.6 Cv, Linearized Cartridge",109.76,1.2,,0.00,0.0109,General,free-ship-eligible
resideo-vczml6000-u-vc-3-way-valve-assembly-3-4-in-sweat,HONE-VCZML6000/U,"Resideo VCZML6000/U VC 3-Way Valve Assembly, 3/4 in Sweat",70.31,1.2,,0.00,0.0171,General,free-ship-eligible
resideo-vczml6100-u-vc-3-way-valve-body-3-4-in-sweat-6-6-cv-linearized-cartridge,HONE-VCZML6100/U,"Resideo VCZML6100/U VC 3-Way Valve Body, 3/4 in Sweat, 6.6 Cv, Linearized Cartridge",95.70,1.1,,0.00,0.0115,General,free-ship-eligible
resideo-vczml7100-u-vc-3-way-valve-assembly-3-4-in-sweat-6-6-cv-linear,HONE-VCZML7100/U,"Resideo VCZML7100/U VC 3-Way Valve Assembly, 3/4 in Sweat, 6.6 Cv, Linear",90.66,1.5,,0.00,0.0165,General,free-ship-eligible
resideo-vcznb7400-u-vc-3-way-valve-0-5-in-npt-2-7-cv-60-psid-close-off-equal-percent,HONE-VCZNB7400/U,"Resideo VCZNB7400/U VC 3-Way Valve, 0.5 in NPT, 2.7 Cv, 60 psid Close-Off, Equal Percent",126.44,1.5,,0.00,0.0119,General,free-ship-eligible
resideo-vcznd6100-u-vc-3-way-valve-assembly-1-1-4-in-fnpt-9-cv-linear,HONE-VCZND6100/U,"Resideo VCZND6100/U VC 3-Way Valve Assembly, 1 1/4 in FNPT, 9 Cv, Linear",170.43,2.1,,0.00,0.0123,General,free-ship-eligible
resideo-vczne6100-u-vc-3-way-valve-assembly-1-1-4-in-sweat-9-cv-linear,HONE-VCZNE6100/U,"Resideo VCZNE6100/U VC 3-Way Valve Assembly, 1 1/4 in Sweat, 9 Cv, Linear",161.96,1.7,,0.00,0.0105,General,free-ship-eligible
resideo-vu444a1155-u-two-position-actuator-for-vu52-n-o-and-vu54-valves-120-vac-60-hz-nickel-plated-motor,HONE-VU444A1155/U,"Resideo VU444A1155/U Two-Position Actuator for VU52 N.O. and VU54 Valves, 120 VAC 60 Hz, Nickel-Plated Motor",146.66,1.0,,0.00,0.0068,General,free-ship-eligible
resideo-vu52s2036-u-two-way-fan-coil-valve-3-4-in-sweat-3-5-cv,HONE-VU52S2036/U,"Resideo VU52S2036/U Two-Way Fan Coil Valve, 3/4 in Sweat, 3.5 Cv",50.01,0.8,,0.00,0.0160,General,free-ship-eligible
resideo-vu52s2044-u-two-way-fan-coil-valve-3-4-in-sweat-5-0-cv,HONE-VU52S2044/U,"Resideo VU52S2044/U Two-Way Fan Coil Valve, 3/4 in Sweat, 5.0 Cv",90.94,0.8,,0.00,0.0088,General,free-ship-eligible
resideo-vu53n1026-u-two-way-fan-coil-valve-1-in-npt-8-0-cv,HONE-VU53N1026/U,"Resideo VU53N1026/U Two-Way Fan Coil Valve, 1 in NPT, 8.0 Cv",105.76,1.3,,0.00,0.0123,General,free-ship-eligible
resideo-vu53n1033-u-two-way-fan-coil-valve-3-4-in-npt-3-5-cv,HONE-VU53N1033/U,"Resideo VU53N1033/U Two-Way Fan Coil Valve, 3/4 in NPT, 3.5 Cv",114.36,1.1,,0.00,0.0096,General,free-ship-eligible
resideo-vu53n1041-u-two-way-fan-coil-valve-1-2-in-npt-1-0-cv,HONE-VU53N1041/U,"Resideo VU53N1041/U Two-Way Fan Coil Valve, 1/2 in NPT, 1.0 Cv",49.67,1.1,,0.00,0.0221,General,free-ship-eligible
resideo-vu54n1007-u-three-way-fan-coil-valve-1-2-in-npt-4-0-cv,HONE-VU54N1007/U,"Resideo VU54N1007/U Three-Way Fan Coil Valve, 1/2 in NPT, 4.0 Cv",77.20,1.3,,0.00,0.0168,General,free-ship-eligible
resideo-vu54n1015-u-three-way-fan-coil-valve-3-4-in-npt-7-0-cv,HONE-VU54N1015/U,"Resideo VU54N1015/U Three-Way Fan Coil Valve, 3/4 in NPT, 7.0 Cv",147.09,1.5,,0.00,0.0102,General,free-ship-eligible
resideo-vu54s2016-u-three-way-fan-coil-valve-3-4-in-sweat-7-0-cv,HONE-VU54S2016/U,"Resideo VU54S2016/U Three-Way Fan Coil Valve, 3/4 in Sweat, 7.0 Cv",62.61,0.9,,0.00,0.0144,General,free-ship-eligible
resideo-vu54s2024-u-three-way-fan-coil-valve-1-in-sweat-7-0-cv,HONE-VU54S2024/U,"Resideo VU54S2024/U Three-Way Fan Coil Valve, 1 in Sweat, 7.0 Cv",93.44,1.2,,0.00,0.0128,General,free-ship-eligible
resideo-903733-complete-cartridge-insert-for-ba-nk-1-21-in,HONE-903733,"Resideo 903733 Complete Cartridge Insert for BA/NK, 1/2–1 in",201.87,0.2,,0.00,0.0010,General,free-ship-eligible
resideo-904182-check-valve-insert-nk300s-100,HONE-904182,"Resideo 904182 Check Valve Insert, NK300S-100",34.94,0.1,,0.00,0.0029,General,free-ship-eligible
resideo-v135a1006-v135a-valve-3-4-in-female-sweat-unions,HONE-V135A1006,"Resideo V135A1006 V135A Valve, 3/4 in Female Sweat Unions",279.06,1.9,,0.00,0.0068,General,free-ship-eligible
resideo-v135a1014-v135a-valve-1-in-female-sweat-unions,HONE-V135A1014,"Resideo V135A1014 V135A Valve, 1 in Female Sweat Unions",292.43,2.6,,0.00,0.0089,General,free-ship-eligible
resideo-v135a1063-v135a-valve-1-1-4-in-female-sweat-unions,HONE-V135A1063,"Resideo V135A1063 V135A Valve, 1-1/4 in Female Sweat Unions",311.59,3.5,,0.00,0.0112,General,free-ship-eligible
resideo-d146m1032-differential-pressure-regulating-valve-3-4-in-npt,HONE-D146M1032,"Resideo D146M1032 Differential Pressure Regulating Valve, 3/4 in NPT",209.37,2.1,,0.00,0.0100,General,free-ship-eligible
resideo-d146m1040-differential-pressure-overflow-valve-na-version,HONE-D146M1040,"Resideo D146M1040 Differential Pressure Overflow Valve, NA Version",409.61,4.3,,0.00,0.0105,General,free-ship-eligible
resideo-s8701a1058-b-direct-spark-ignition-module-1-rod-6-sec-trial-30-sec-prepurge-alarm-terminal,HONE-S8701A1058/B,"Resideo S8701A1058/B Direct Spark Ignition Module, 1-Rod, 6 sec Trial, 30 sec Prepurge, Alarm Terminal",160.86,2.2,41.474410,0.30,0.0137,General,free-ship-eligible
resideo-s8701a1098-b-direct-spark-ignition-module-2-rod-6-sec-trial-alarm-terminal,HONE-S8701A1098/B,"Resideo S8701A1098/B Direct Spark Ignition Module, 2-Rod, 6 sec Trial, Alarm Terminal",123.20,2.2,41.474410,0.30,0.0179,General,free-ship-eligible
resideo-s8701a1114-b-direct-spark-ignition-module-2-rod-4-sec-trial-alarm-terminal,HONE-S8701A1114/B,"Resideo S8701A1114/B Direct Spark Ignition Module, 2-Rod, 4 sec Trial, Alarm Terminal",137.90,2.2,,0.00,0.0160,General,free-ship-eligible
resideo-s8801a1110-b-direct-spark-ignition-module-2-rod-4-sec-trial,HONE-S8801A1110/B,"Resideo S8801A1110/B Direct Spark Ignition Module, 2-Rod, 4 sec Trial",196.13,2.2,41.474410,0.30,0.0112,General,free-ship-eligible
resideo-fk06-101-dus-lf-fk06-dialset-lead-free-pressure-reducing-valve-3-4-in-dus,HONE-FK06-101-DUS-LF,"Resideo FK06-101-DUS-LF FK06 DialSet Lead Free Pressure Reducing Valve, 3/4 in, DUS",188.77,3.1,263.6400,1.90,0.0164,General,free-ship-eligible
resideo-fk06-101-dut-lf-fk06-dialset-lead-free-pressure-reducing-valve-3-4-in-dut,HONE-FK06-101-DUT-LF,"Resideo FK06-101-DUT-LF FK06 DialSet Lead Free Pressure Reducing Valve, 3/4 in, DUT",183.06,3.1,263.6400,1.90,0.0169,General,free-ship-eligible
resideo-fk06-102-dus-lf-fk06-dialset-lead-free-pressure-reducing-valve-1-in-dus,HONE-FK06-102-DUS-LF,"Resideo FK06-102-DUS-LF FK06 DialSet Lead Free Pressure Reducing Valve, 1 in, DUS",206.11,3.9,492.928804,3.55,0.0189,General,free-ship-eligible
resideo-fk06-102-dut-lf-fk06-dialset-lead-free-pressure-reducing-valve-1-in-dut,HONE-FK06-102-DUT-LF,"Resideo FK06-102-DUT-LF FK06 DialSet Lead Free Pressure Reducing Valve, 1 in, DUT",209.14,4.0,424.524816,3.05,0.0191,General,free-ship-eligible
resideo-fk06-103-dus-lf-fk06-dialset-lead-free-pressure-reducing-valve-1-1-4-in-dus,HONE-FK06-103-DUS-LF,"Resideo FK06-103-DUS-LF FK06 DialSet Lead Free Pressure Reducing Valve, 1-1/4 in, DUS",313.79,5.3,587.674564,4.23,0.0169,General,free-ship-eligible
resideo-fk06-103-dut-lf-fk06-dialset-lead-free-pressure-reducing-valve-1-1-4-in-dut,HONE-FK06-103-DUT-LF,"Resideo FK06-103-DUT-LF FK06 DialSet Lead Free Pressure Reducing Valve, 1-1/4 in, DUT",315.31,5.4,523.585924,3.77,0.0171,General,free-ship-eligible
resideo-900748-seal-ring-for-f76-fn09-and-hs10-1-1-2-and-2-in,HONE-900748,"Resideo 900748 Seal Ring for F76, FN09 and HS10, 1-1/2 and 2 in",1.69,0.1,,0.00,0.0592,THS Standard - no free shipping,
resideo-901246-o-ring-set-for-d06-fk06-and-sg-1-2-and-3-4-in,HONE-901246,"Resideo 901246 O-Ring Set for D06, FK06 and SG, 1/2 and 3/4 in",1.14,0.1,,0.00,0.0877,THS Standard - no free shipping,
resideo-903127-seal-ring-for-as06-ff06-and-fk06-1-2-in,HONE-903127,"Resideo 903127 Seal Ring for AS06, FF06 and FK06, 1/2 in",5.47,0.1,,0.00,0.0183,General,free-ship-eligible
resideo-903128-seal-ring-for-as06-ff06-and-fk06-1-in,HONE-903128,"Resideo 903128 Seal Ring for AS06, FF06 and FK06, 1 in",7.94,0.1,,0.00,0.0126,General,free-ship-eligible
resideo-f76s1007-water-filter-1-2-in-100-micron-sweat-and-threaded-mnpt-union,HONE-F76S1007,"Resideo F76S1007 Water Filter, 1/2 in, 100 Micron, Sweat and Threaded MNPT Union",459.30,6.4,,0.00,0.0139,General,free-ship-eligible
resideo-f76s1023-water-filter-1-in-100-micron-sweat-and-threaded-mnpt-unions,HONE-F76S1023,"Resideo F76S1023 Water Filter, 1 in, 100 Micron, Sweat and Threaded MNPT Unions",588.86,7.6,,0.00,0.0129,General,free-ship-eligible
resideo-f76s1031-water-filter-1-1-4-in-100-micron-sweat-and-threaded-mnpt-unions,HONE-F76S1031,"Resideo F76S1031 Water Filter, 1-1/4 in, 100 Micron, Sweat and Threaded MNPT Unions",511.86,8.4,,0.00,0.0164,General,free-ship-eligible
resideo-f76s1049-water-filter-1-1-2-in-100-micron-threaded-mnpt-unions,HONE-F76S1049,"Resideo F76S1049 Water Filter, 1-1/2 in, 100 Micron, Threaded MNPT Unions",1004.54,12.6,,0.00,0.0125,General,free-ship-eligible
resideo-f76s1056-water-filter-2-in-100-micron-threaded-mnpt-unions,HONE-F76S1056,"Resideo F76S1056 Water Filter, 2 in, 100 Micron, Threaded MNPT Unions",1117.29,14.3,,0.00,0.0128,General,free-ship-eligible
resideo-904181-pressure-gauge-1-4-in-npt-087-psi-06-bar,HONE-904181,"Resideo 904181 Pressure Gauge, 1/4 in NPT, 0–87 psi (0–6 bar)",47.03,0.2,,0.00,0.0043,General,free-ship-eligible
resideo-af11ds-1-2a-complete-ds-filter-insert-100-micron-1-23-4-in,HONE-AF11DS-1/2A,"Resideo AF11DS-1/2A Complete DS Filter Insert, 100 Micron, 1/2–3/4 in",162.51,0.6,,0.00,0.0037,General,free-ship-eligible
resideo-af11ds-1-2b-complete-ds-filter-insert-20-micron-1-2-and-3-4-in,HONE-AF11DS-1/2B,"Resideo AF11DS-1/2B Complete DS Filter Insert, 20 Micron, 1/2 and 3/4 in",161.91,0.6,,0.00,0.0037,General,free-ship-eligible
resideo-af11ds-1-2c-complete-ds-filter-insert-50-micron-1-2-and-3-4-in,HONE-AF11DS-1/2C,"Resideo AF11DS-1/2C Complete DS Filter Insert, 50 Micron, 1/2 and 3/4 in",161.57,0.6,,0.00,0.0037,General,free-ship-eligible
resideo-af11ds-1-2d-complete-ds-filter-insert-200-micron-1-2-and-3-4-in,HONE-AF11DS-1/2D,"Resideo AF11DS-1/2D Complete DS Filter Insert, 200 Micron, 1/2 and 3/4 in",162.39,0.6,,0.00,0.0037,General,free-ship-eligible
resideo-af11ds-1a-complete-ds-filter-insert-100-micron-1-in,HONE-AF11DS-1A,"Resideo AF11DS-1A Complete DS Filter Insert, 100 Micron, 1 in",165.24,0.6,,0.00,0.0036,General,free-ship-eligible
resideo-af11ds-1b-complete-ds-filter-insert-20-micron-1-and-1-1-4-in,HONE-AF11DS-1B,"Resideo AF11DS-1B Complete DS Filter Insert, 20 Micron, 1 and 1-1/4 in",166.94,0.6,,0.00,0.0036,General,free-ship-eligible
resideo-af11ds-1c-complete-ds-filter-insert-50-micron-1-and-1-1-4-in,HONE-AF11DS-1C,"Resideo AF11DS-1C Complete DS Filter Insert, 50 Micron, 1 and 1-1/4 in",165.77,0.6,,0.00,0.0036,General,free-ship-eligible
resideo-af11ds-1d-complete-ds-filter-insert-200-micron-1-and-1-1-4-in,HONE-AF11DS-1D,"Resideo AF11DS-1D Complete DS Filter Insert, 200 Micron, 1 and 1-1/4 in",167.94,0.6,,0.00,0.0036,General,free-ship-eligible
resideo-af11s-11-2a-screen-kit-for-f76s-water-filter-1-1-2-to-2-in-100-micron,HONE-AF11S-11/2A,"Resideo AF11S-11/2A Screen Kit for F76S Water Filter, 1-1/2 to 2 in, 100 Micron",169.50,0.8,,0.00,0.0047,General,free-ship-eligible
resideo-af11s-11-2b-screen-kit-for-f76s-water-filter-1-1-2-to-2-in-20-micron,HONE-AF11S-11/2B,"Resideo AF11S-11/2B Screen Kit for F76S Water Filter, 1-1/2 to 2 in, 20 Micron",208.69,0.8,,0.00,0.0038,General,free-ship-eligible
resideo-af11s-11-2c-screen-kit-for-f76s-water-filter-1-1-2-to-2-in-50-micron,HONE-AF11S-11/2C,"Resideo AF11S-11/2C Screen Kit for F76S Water Filter, 1-1/2 to 2 in, 50 Micron",169.67,0.8,,0.00,0.0047,General,free-ship-eligible
resideo-af11s-11-2d-screen-kit-for-f76s-water-filter-1-1-2-to-2-in-200-micron,HONE-AF11S-11/2D,"Resideo AF11S-11/2D Screen Kit for F76S Water Filter, 1-1/2 to 2 in, 200 Micron",171.47,0.8,,0.00,0.0047,General,free-ship-eligible
resideo-as06-1-2c-replacement-filter-sieve-50-micron,HONE-AS06-1/2C,"Resideo AS06-1/2C Replacement Filter Sieve, 50 Micron",57.53,0.2,,0.00,0.0035,General,free-ship-eligible
resideo-as06-1a-replacement-filter-sieve-100-micron,HONE-AS06-1A,"Resideo AS06-1A Replacement Filter Sieve, 100 Micron",17.81,0.3,,0.00,0.0168,General,free-ship-eligible
resideo-as06-1c-replacement-filter-sieve-50-micron,HONE-AS06-1C,"Resideo AS06-1C Replacement Filter Sieve, 50 Micron",62.59,0.3,,0.00,0.0048,General,free-ship-eligible
resideo-901443-seal-ring-set-for-pressure-reducing-valves-filters-sg-and-nk-1-2-in,HONE-901443,"Resideo 901443 Seal Ring Set for Pressure Reducing Valves, Filters, SG and NK, 1/2 in",2.54,0.1,,0.00,0.0394,THS Standard - no free shipping,
resideo-901444-seal-ring-for-pressure-reducing-valves-filters-hs-and-sg-1-2-and-3-4-in,HONE-901444,"Resideo 901444 Seal Ring for Pressure Reducing Valves, Filters, HS and SG, 1/2 and 3/4 in",4.24,0.1,,0.00,0.0236,General,free-ship-eligible
resideo-901446-seal-ring-set-for-pressure-reducing-valves-and-filters,HONE-901446,Resideo 901446 Seal Ring Set for Pressure Reducing Valves and Filters,2.11,0.1,,0.00,0.0474,THS Standard - no free shipping,
resideo-901447-seal-ring-set-for-pressure-reducing-valves-filters-hs-and-rv-1-1-2-in,HONE-901447,"Resideo 901447 Seal Ring Set for Pressure Reducing Valves, Filters, HS and RV, 1-1/2 in",2.13,0.1,,0.00,0.0469,THS Standard - no free shipping,
resideo-901448-seal-ring-set-for-pressure-reducing-valves-filters-and-hs10-2-in,HONE-901448,"Resideo 901448 Seal Ring Set for Pressure Reducing Valves, Filters and HS10, 2 in",25.30,0.1,,0.00,0.0040,General,free-ship-eligible
resideo-901499-o-ring-set-for-d06f-ff06-and-fk06-3-41-1-4-in,HONE-901499,"Resideo 901499 O-Ring Set for D06F, FF06 and FK06, 3/4–1-1/4 in",1.39,0.1,,0.00,0.0719,THS Standard - no free shipping,
resideo-kf06-1-2az-clear-filter-bowl-for-ff06-and-fk06-3-4-in-50-micron,HONE-KF06-1/2AZ,"Resideo KF06-1/2AZ Clear Filter Bowl for FF06 and FK06, 3/4 in, 50 Micron",113.37,0.7,,0.00,0.0062,General,free-ship-eligible
resideo-kf06-1az-clear-filter-bowl-for-ff06-and-fk06-11-1-4-in-50-micron,HONE-KF06-1AZ,"Resideo KF06-1AZ Clear Filter Bowl for FF06 and FK06, 1–1-1/4 in, 50 Micron",89.83,0.8,,0.00,0.0089,General,free-ship-eligible
resideo-kf11s-11-2a-clear-plastic-sump-for-f76s-water-filter-1-1-2-to-2-in,HONE-KF11S-11/2A,"Resideo KF11S-11/2A Clear Plastic Sump for F76S Water Filter, 1-1/2 to 2 in",442.33,2.7,,0.00,0.0061,General,free-ship-eligible
resideo-zr06f-double-ring-wrench-for-ff-and-fk-filters-1-21-1-4-in,HONE-ZR06F,"Resideo ZR06F Double Ring Wrench for FF and FK Filters, 1/2–1-1/4 in",13.13,0.3,,0.00,0.0228,General,free-ship-eligible
resideo-zr06k-double-socket-wrench-1-22-in,HONE-ZR06K,"Resideo ZR06K Double Socket Wrench, 1/2–2 in",12.80,0.2,,0.00,0.0156,General,free-ship-eligible
resideo-fc37a1130-b-air-cleaner-replacement-cell-406-x-315-mm-single-pack,HONE-FC37A1130/B,"Resideo FC37A1130/B Air Cleaner Replacement Cell, 406 x 315 mm, Single Pack",294.83,5.8,894.0000,6.43,0.0218,General,free-ship-eligible
resideo-ps1201c00-b-electronic-air-cleaner-power-supply-120v-board-with-metal-chassis,HONE-PS1201C00/B,"Resideo PS1201C00/B Electronic Air Cleaner Power Supply, 120V, Board with Metal Chassis",222.03,0.8,,0.00,0.0036,General,free-ship-eligible
resideo-ps2401c00-b-electronic-air-cleaner-power-supply-240v,HONE-PS2401C00/B,"Resideo PS2401C00/B Electronic Air Cleaner Power Supply, 240V",211.56,0.8,,0.00,0.0038,General,free-ship-eligible
resideo-50001464-001-b-sensor-assembly-for-l72xx-series-electronic-aquastats,HONE-50001464-001/B,Resideo 50001464-001/B Sensor Assembly for L72xx Series Electronic Aquastats,46.67,0.1,,0.00,0.0021,General,free-ship-eligible
resideo-50001464-004-b-sensor-for-l7224-and-l7248-aquastats-36-in-lead,HONE-50001464-004/B,"Resideo 50001464-004/B Sensor for L7224 and L7248 Aquastats, 36 in Lead",63.89,0.1,,0.00,0.0016,General,free-ship-eligible
resideo-50001464-005-b-sensor-assembly-for-l72xx-series-electronic-aquastats,HONE-50001464-005/B,Resideo 50001464-005/B Sensor Assembly for L72xx Series Electronic Aquastats,45.14,0.1,,0.00,0.0022,General,free-ship-eligible
resideo-hr90-standalone-programmable-radiator-controller,HONE-HR90,Resideo HR90 Standalone Programmable Radiator Controller,102.16,0.7,,0.00,0.0069,General,free-ship-eligible
resideo-camw-wi-vx5-indoor-camera,HONE-CAMW-WI,Resideo CAMW-WI VX5 Indoor Camera,112.66,0.9,19.6875,0.14,0.0080,General,free-ship-eligible
resideo-camwe-wobb-vx3-outdoor-camera-backbox,HONE-CAMWE-WOBB,Resideo CAMWE-WOBB VX3 Outdoor Camera Backbox,15.36,0.602,,0.00,0.0392,THS Standard - no free shipping,
resideo-camwe-wo-vx3-outdoor-camera,HONE-CAMWE-WO,Resideo CAMWE-WO VX3 Outdoor Camera,163.19,1.59,,0.00,0.0097,General,free-ship-eligible
resideo-q370a-1014-quick-dropout-thermocouple-900-mm-with-8-adapters,HONE-Q370A 1014,"Resideo Q370A 1014 Quick Dropout Thermocouple, 900 mm, with 8 Adapters",44.01,0.2,,0.00,0.0045,General,free-ship-eligible
resideo-q313a1147-b-thermopile-generator,HONE-Q313A1147/B,Resideo Q313A1147/B Thermopile Generator,29.14,0.1,,0.00,0.0034,General,free-ship-eligible
resideo-d04fma-1-2-pressure-reducing-valve-cartridge-d04fm,HONE-D04FMA-1/2,"Resideo D04FMA-1/2 Pressure Reducing Valve Cartridge, D04FM",53.24,0.1,,0.00,0.0019,General,free-ship-eligible
