sku,handle,categoria,preco,peso_lb,lambda,perfil_atual,nota
COPF-050.038-CPL-C,1-2-x-3-8-copper-sweat-fittings-coupling-c-x-c,Copper Sweat Fittings,2.96,0.02,0.0068,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
SIOU-490-10341,mansfield-flush-valve-gasket-new-style,Toilet Repair Parts & Accessories,2.94,0.02,0.0068,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
BRPN-038-1.5,3-8-x-1-1-2-red-brass-pipe-nipple,Brass Nipples,2.91,0.06,0.0206,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
COPF-050-ST90-C,1-2-copper-sweat-fittings-90-degree-street-elbow-ftg-x-c,Copper Sweat Fittings,2.91,0.05,0.0172,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
PVCF-075-ST90-P,3-4-pvc-sch40-90-street-elbow-socket-x-spigot,PVC SCH 40 Fittings,2.90,0.09,0.0310,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
SAMM-8009925,sammys-3-8-vertical-threaded-rod-anchor-gst-25-380-with-a-2-1-2-long-anchor-for-wood,Sammy Screws,2.88,0.09,0.0312,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
COPF-038.025-CPL-C,3-8-x-1-4-copper-sweat-fittings-coupling-c-x-c,Copper Sweat Fittings,2.85,0.02,0.0070,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
SIOU-645X2G,1-2-pex-x-1-2-pb,F1807 Crimp Fittings,2.83,0.06,0.0212,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
SIOU-614-2,1-2-female-sweat-x-1-2-mip-slip-adapter,Stub Outs,2.81,0.03,0.0107,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
BRPN-018-2.5,1-8-x-2-1-2-red-brass-pipe-nipple,Brass Nipples,2.79,0.05,0.0179,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
OATE-37537,oatey-moda-sure-vent-adapter,Supply Box Accessories,2.79,0.09,0.0323,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
COPF-150-2HSTR-C,1-1-2-copper-sweat-fittings-two-hole-strap,Copper Sweat Fittings,2.78,0.05,0.0180,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
BRPN-025-1.5,1-4-x-1-1-2-red-brass-pipe-nipple,Brass Nipples,2.75,0.04,0.0145,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
SIOU-878-25,2-1-2-pvc-c-o-plug-with-threaded-brass-insert,Cleanouts,2.70,0.09,0.0333,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
COPF-075-CAP-C,3-4-copper-sweat-fittings-cap-c,Copper Sweat Fittings,2.67,0.04,0.0150,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
SIOU-632X222,1-2-pex-f1807-90-elbow-copper,F1807 Crimp Fittings,2.67,0.05,0.0187,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
HOLD-234,1-1-4-in-standard-pipe-clamp-plastic,2- Hole Straps,2.62,0.08,0.0305,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
COPF-038-CAP-C,3-8-copper-sweat-fittings-cap-c,Copper Sweat Fittings,2.59,0.05,0.0193,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
SAMM-8007957,sammys-3-8-vertical-threaded-rod-anchor-gst-10-with-a-1-long-anchor-for-wood,Sammy Screws,2.56,0.05,0.0195,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
SAMM-8008957,sammys-3-8-vertical-threaded-rod-anchor-gst-20-with-a-2-long-anchor-for-wood,Sammy Screws,2.56,0.06,0.0234,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
BRPN-018-2,1-8-x-2-red-brass-pipe-nipple,Brass Nipples,2.46,0.04,0.0163,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
BRPN-038-CLS,3-8-x-close-red-brass-pipe-nipple,Brass Nipples,2.46,0.04,0.0163,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
BRPN-025-CLS,1-4-x-close-red-brass-pipe-nipple,Brass Nipples,2.37,0.02,0.0084,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
SIOU-645XG3,3-4-bra-stainless-steel-f1807-cpl,F1807 Crimp Fittings,2.33,0.05,0.0215,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
SIOU-551-2PK2,1-2-cts-with-nail-10-bag-tube-talon,Nail On's,2.31,0.05,0.0216,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
PVCF-150.125-BSH-P,1-1-2-x-1-1-4-pvc-sch40-bushing-spigot-x-socket,PVC SCH 40 Fittings,2.29,0.07,0.0306,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
BRPN-018-1.5,1-8-x-1-1-2-red-brass-pipe-nipple,Brass Nipples,2.28,0.02,0.0088,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
COPF-125-2HSTR-C,1-1-4-copper-sweat-fittings-two-hole-strap,Copper Sweat Fittings,2.28,0.04,0.0175,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
SIOU-442-2W,smart-cap-closet-bolt-caps-white,Wax Rings & Bolts,2.15,0.06,0.0279,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
SIOU-642XG2,1-2-pex-f1807-90-elbow,F1807 Crimp Fittings,2.13,0.06,0.0282,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
ABSF-200-PLG-A,2-abs-dwv-cleanout-plug-mpt,ABS DWV Fittings,2.11,0.06,0.0284,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
PVCF-125.100-BSH-P,1-1-4-x-1-pvc-sch40-bushing-spigot-x-socket,PVC SCH 40 Fittings,2.11,0.07,0.0332,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
SIOU-612-2S,1-2-stainle-stainless-steel-pipe-support-push-nut,2- Hole Straps,2.08,0.02,0.0096,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
SIOU-845-2PPK,2-inside-pipe-bird-screen-white,Floor Drains,2.08,0.07,0.0337,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
SIOU-878-15,1-1-2-pvc-c-o-plug-with-threaded-brass-insert,Cleanouts,2.06,0.04,0.0194,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
SIOU-878-20,2-pvc-c-o-plug-with-threaded-brass-insert,Cleanouts,2.06,0.06,0.0291,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
SIOU-879-15,1-1-2-abs-c-o-plug-with-threaded-brass-insert,Cleanouts,2.06,0.05,0.0243,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
SIOU-879-20,2-abs-c-o-plug-with-threaded-brass-insert,Cleanouts,2.06,0.06,0.0291,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
BRPN-018-CLS,1-8-x-close-red-brass-pipe-nipple,Brass Nipples,2.03,0.01,0.0049,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
COPF-050-90EL-C,1-2-copper-sweat-fittings-90-degree-elbow-c-x-c,Copper Sweat Fittings,2.01,0.04,0.0199,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
ABSF-150-MA-A,1-1-2-abs-dwv-male-adapter-h-x-mpt,ABS DWV Fittings,2.00,0.06,0.0300,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
SIOU-641PX333,3-4-pex-tee-crimp-f2159-composite-siou-641px333,F2159 Press Fittings,1.97,0.03,0.0152,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
SIOU-555-23PK2,1-2-3-4-twin-tube-talon,Nail On's,1.95,0.05,0.0256,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
ABSF-150-PLG-A,1-1-2-abs-dwv-cleanout-plug-mpt,ABS DWV Fittings,1.94,0.05,0.0258,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
CPVC-075-45EL-V,3-4-cpvc-elbow-45-slip-x-slip,CPVC Fittings,1.94,0.06,0.0309,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
CFCB-050-CPL/DS,1-2-copper-fittings-cleaned-bagged-coupling-dimple-stop-c-x-c,Copper Sweat Fittings (Cleaned & Bagged),1.92,0.06,0.0312,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
SIOU-644X3,3-4-pex-sweat-adapter-crimp-f1807-x-ftg-sweat-copper,F1807 Crimp Fittings,1.92,0.06,0.0312,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
PASC-1331-C,1-1-2-x-1-1-4-chrome-dc-slip-joint-nut,Miscellaneous Tools,1.91,0.06,0.0314,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
COPF-050-CPL/LS-C,1-2-copper-sweat-fittings-repair-coupling-no-stop-c-x-c,Copper Sweat Fittings,1.89,0.03,0.0159,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
COPF-100-2HSTR-C,1-copper-sweat-fittings-two-hole-strap,Copper Sweat Fittings,1.89,0.03,0.0159,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
PASC-2813,1-ips-econo-floor-ceiling-plate-1,Escutcheons,1.88,0.06,0.0319,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
SIOU-641PX332,3-4-x-3-4-x-1-2-pex-f2159-reducing-tee-composite,F2159 Press Fittings,1.86,0.03,0.0161,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
HOLD-250,stout-clamp,Universal Clamps,1.84,0.06,0.0326,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
COPF-075-2HSTR-C,3-4-copper-sweat-fittings-two-hole-strap,Copper Sweat Fittings,1.84,0.02,0.0109,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
SIOU-643X3,3-4-pex-sweat-adapter-crimp-f1807-x-sweat-copper,F1807 Crimp Fittings,1.84,0.05,0.0272,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
MILW-48-22-3100,inkzall-black-fine-point-marker,"Pens, Markers & Paint",1.77,0.02,0.0113,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
COPF-038-CPL/DS-C,3-8-copper-sweat-fittings-coupling-dimple-stop-c-x-c,Copper Sweat Fittings,1.72,0.02,0.0116,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
PASC-2857,3-4ips-chrome-split-one-floor-ceiling,Escutcheons,1.64,0.02,0.0122,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
DIVE-701-012B,3-8-inch-x-1-2-inch-nylon-adapter-b-x-mipt-case-of-100,Condensate Pumps & Accessories,1.62,0.02,0.0123,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
COPF-018-CPL/RS-C,1-8-copper-sweat-fittings-coupling-rolled-stop-c-x-c,Copper Sweat Fittings,1.62,0.05,0.0309,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
COPF-025-CAP-C,1-4-copper-sweat-fittings-cap-c,Copper Sweat Fittings,1.62,0.05,0.0309,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
HGRI-012-0037-EG,fender-washer-3-8-0-438-11-1-mm-hole-1-5-38-1-mm-dia,"Nuts, Bolts & Washers",1.62,0.03,0.0185,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
VEGA-49723,1-2-pex-plug-press-pureflow-press-composite,Viega PureFlow Press Fittings,1.62,0.01,0.0062,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
PVCF-050-TCAP-P,1-2-pvc-sch40-cap-fpt,PVC SCH 40 Fittings,1.60,0.04,0.0250,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
PVCF-100.075-BSH-P,1-x-3-4-pvc-sch40-bushing-spigot-x-socket,PVC SCH 40 Fittings,1.60,0.04,0.0250,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
VEGA-36205,1-2-plastic-port-cap-for-v5087-distribution-zoning-manifold,Manifold Accessories,1.58,0.05,0.0316,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
CPVC-075-MA-V,3-4-cpvc-adapter-male-slip-xmip,CPVC Fittings,1.56,0.04,0.0256,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
SIOU-290-20320,4-1-4-od-x-3-3-8-id-no-putty-gasket-for-sink-strainer,Nuts & Gaskets,1.56,0.05,0.0321,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
HLNK-EX15005,1-2-pex-plug-expansion-f1960-composite,F1960 Expansion Fittings,1.54,0.05,0.0325,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
PASC-2811,1-2-ips-econo-floor-ceiling-plate-1-2,Escutcheons,1.53,0.03,0.0196,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
PASC-2821,1-2-cwt-econo-floor-ceiling-plate,Escutcheons,1.53,0.04,0.0261,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
PASC-2875,1-cwt-chrome-split-one-floor-ceiling,Escutcheons,1.53,0.05,0.0327,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
PASC-1333-C,1-1-2-x-1-1-2-dc-slip-joint-nut-chrome,Miscellaneous Tools,1.50,0.05,0.0333,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
VEGA-43443,3-4-x-3-4-x-1-2-pex-reducing-tee-crimp-pureflow-crimp-composite,Viega PureFlow Crimp Fittings,1.50,0.05,0.0333,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
VEGA-46633,1-2-pex-sweat-adapter-crimp-f1807-x-mip-pureflow-crimp-brass,Viega PureFlow Crimp Fittings,1.47,0.04,0.0272,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
COPF-050-CPL/DS-C,1-2-copper-sweat-fittings-coupling-dimple-stop-c-x-c,Copper Sweat Fittings,1.46,0.02,0.0137,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
PASC-1232,1-1-4-ips-or-1-1-2-cwt-sure-grip-flang,Escutcheons,1.46,0.02,0.0137,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
COPF-050-CAP-C,1-2-copper-sweat-fittings-cap-c,Copper Sweat Fittings,1.44,0.02,0.0139,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
PASC-2812,3-4-ips-econo-floor-ceiling-plate-3-4,Escutcheons,1.41,0.04,0.0284,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
PASC-2822,3-4-cwt-econo-floor-ceiling-plate-3-4,Escutcheons,1.41,0.04,0.0284,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
PASC-2874,3-4cwt-chrome-split-one-floor-ceiling,Escutcheons,1.41,0.02,0.0142,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
PASC-9014-100,1-2-x-520-teflon-tape-100pk,Tape & Sealants,1.41,0.03,0.0213,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
PVCF-075.050-TBSH-P,3-4-x-1-2-pvc-sch40-bushing-spigot-x-fpt,PVC SCH 40 Fittings,1.38,0.03,0.0217,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
PASC-2089,1-1-4-rubber-spud-washer,Toilet Repair Parts & Accessories,1.38,0.03,0.0217,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
PASC-111,1-4-x-3-1-2-closet-bolt-brass,Wax Rings & Bolts,1.33,0.04,0.0301,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
PASC-1330-C,1-1-4-dc-slip-joint-nut-chrome,Miscellaneous Tools,1.33,0.04,0.0301,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
VEGA-43434,3-4-x-1-2-x-3-4-pex-reducing-tee-crimp-pureflow-crimp-composite,Viega PureFlow Crimp Fittings,1.33,0.03,0.0226,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
VEGA-43540,3-4-pex-tee-crimp-pureflow-crimp-composite,Viega PureFlow Crimp Fittings,1.33,0.03,0.0226,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
PASC-2861-W,2-ips-white-floor-ceiling-plate,Escutcheons,1.29,0.03,0.0233,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
SIOU-557-6,1-1-2-ezglide-suspension-clamp,Suspended Clamps,1.29,0.03,0.0233,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
SIOU-559-6,1-1-2-plastic-2-hole-strap,2- Hole Straps,1.29,0.04,0.0310,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
SIOU-649TX4,1-pex-f1807-v-sleeve-crimp,F1807 Crimp Fittings,1.29,0.02,0.0155,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
VEGA-58073,3-4-plastic-single-tubing-lock-clip,Tubing Support,1.29,0.02,0.0155,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
PASC-1224,1-1-2-tube-sure-grip-flange,Escutcheons,1.26,0.02,0.0159,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
SIOU-879-015,1-1-2-abs-c-o-plug-slotted,Cleanouts,1.26,0.04,0.0317,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
PASC-1228,1-1-2-ips-sure-grip-flange,Escutcheons,1.22,0.02,0.0164,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
SIOU-557-5,1-1-4-ezglide-suspension-clamp,Suspended Clamps,1.17,0.03,0.0256,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
SIOU-644X2,1-2-pex-f1807-male-sweat-adapter-copper,F1807 Crimp Fittings,1.12,0.03,0.0268,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
COPF-050-2HSTR-C,1-2-copper-sweat-fittings-two-hole-strap,Copper Sweat Fittings,1.11,0.02,0.0180,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
VEGA-43765,1-pex-plug-crimp-pureflow-crimp-composite,Viega PureFlow Crimp Fittings,1.11,0.02,0.0180,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
CPVC-075.050-BSH-V,3-4-x-1-2-cpvc-bushing-slip-x-slip,CPVC Fittings,1.08,0.02,0.0185,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
HGRI-042-2515-EG,42-hex-head-lag-screw-1-4-screw-1-1-2-38-1-mm-screw,"Nails, Screws & Fasteners",1.08,0.02,0.0185,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
PASC-1233,1-ips-sure-grip-flange,Escutcheons,1.08,0.02,0.0185,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
PASC-1241,1-cwt-sure-grip-flange,Escutcheons,1.08,0.03,0.0278,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
VEGA-43240,3-4-pex-90-elbow-crimp-f1807-pureflow-crimp-composite,Viega PureFlow Crimp Fittings,1.08,0.02,0.0185,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
PASC-2860-W,1-1-2-ips-white-floor-ceiling-plate,Escutcheons,1.05,0.03,0.0286,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
COPF-038-2HSTR-C,3-8-copper-sweat-fittings-two-hole-strap,Copper Sweat Fittings,1.01,0.01,0.0099,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
SIOU-643X2,1-2-pex-f1807-female-sweat-adapter-copper,F1807 Crimp Fittings,1.01,0.03,0.0297,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
COPF-025-2HSTR-C,1-4-copper-sweat-fittings-two-hole-strap,Copper Sweat Fittings,0.96,0.01,0.0104,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
SIOU-649X4,1-pex-crimp-ring-copper,F1807 Crimp Fittings,0.96,0.02,0.0208,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
CPVC-050-MA-V,1-2-cpvc-adapter-male-slip-xmip,CPVC Fittings,0.93,0.03,0.0323,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
