Handle,Command,Title,Body HTML,Vendor,Type,Tags,Status,Published,SEO Description,Variant Command,Variant SKU,Variant Price,Variant Barcode,Variant Weight,Variant Weight Unit,Variant Inventory Tracker,Variant Inventory Policy,Variant Requires Shipping,Variant Taxable,Variant Country of Origin
resideo-zd18x8tz-u-truezone-parallel-blade-zone-damper-18-in-x-8-in,NEW,"Resideo ZD18X8TZ/U TrueZONE Parallel Blade Zone Damper, 18 in x 8 in","<p>TrueZONE parallel blade zone damper, 18 in x 8 in.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> ZD18X8TZ/U</li><li><strong>Size:</strong> 18 in x 8 in</li><li><strong>Blade Type:</strong> Parallel blade</li><li><strong>System:</strong> TrueZONE</li><li><strong>UPC:</strong> 085267343640</li><li><strong>Country of Origin:</strong> MX</li><li><strong>Category:</strong> Zone Dampers</li></ul>",Resideo,Zone Dampers,"Resideo, Zone Dampers, map-import-2609",Draft,FALSE,"TrueZONE parallel blade zone damper, 18 in x 8 in.",MERGE,HONE-ZD18X8TZ/U,233.79,085267343640,5.9,lb,shopify,deny,TRUE,TRUE,MX
resideo-zd20x14tz-u-truezone-parallel-blade-zone-damper-20-in-x-14-in,NEW,"Resideo ZD20X14TZ/U TrueZONE Parallel Blade Zone Damper, 20 in x 14 in","<p>TrueZONE parallel blade zone damper, 20 in x 14 in.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> ZD20X14TZ/U</li><li><strong>Size:</strong> 20 in x 14 in</li><li><strong>Blade Type:</strong> Parallel blade</li><li><strong>System:</strong> TrueZONE</li><li><strong>UPC:</strong> 085267704700</li><li><strong>Country of Origin:</strong> MX</li><li><strong>Category:</strong> Zone Dampers</li></ul>",Resideo,Zone Dampers,"Resideo, Zone Dampers, map-import-2609",Draft,FALSE,"TrueZONE parallel blade zone damper, 20 in x 14 in.",MERGE,HONE-ZD20X14TZ/U,277.27,085267704700,9.5,lb,shopify,deny,TRUE,TRUE,MX
resideo-zd20x16tz-u-truezone-parallel-blade-zone-damper-20-in-x-16-in,NEW,"Resideo ZD20X16TZ/U TrueZONE Parallel Blade Zone Damper, 20 in x 16 in","<p>TrueZONE parallel blade zone damper, 20 in x 16 in.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> ZD20X16TZ/U</li><li><strong>Size:</strong> 20 in x 16 in</li><li><strong>Blade Type:</strong> Parallel blade</li><li><strong>System:</strong> TrueZONE</li><li><strong>UPC:</strong> 085267615303</li><li><strong>Country of Origin:</strong> MX</li><li><strong>Category:</strong> Zone Dampers</li></ul>",Resideo,Zone Dampers,"Resideo, Zone Dampers, map-import-2609",Draft,FALSE,"TrueZONE parallel blade zone damper, 20 in x 16 in.",MERGE,HONE-ZD20X16TZ/U,287.06,085267615303,10.4,lb,shopify,deny,TRUE,TRUE,MX
resideo-zd20x18tz-u-truezone-parallel-blade-zone-damper-20-in-x-18-in,NEW,"Resideo ZD20X18TZ/U TrueZONE Parallel Blade Zone Damper, 20 in x 18 in","<p>TrueZONE parallel blade zone damper, 20 in x 18 in.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> ZD20X18TZ/U</li><li><strong>Size:</strong> 20 in x 18 in</li><li><strong>Blade Type:</strong> Parallel blade</li><li><strong>System:</strong> TrueZONE</li><li><strong>UPC:</strong> 085267719636</li><li><strong>Country of Origin:</strong> MX</li><li><strong>Category:</strong> Zone Dampers</li></ul>",Resideo,Zone Dampers,"Resideo, Zone Dampers, map-import-2609",Draft,FALSE,"TrueZONE parallel blade zone damper, 20 in x 18 in.",MERGE,HONE-ZD20X18TZ/U,379.90,085267719636,11.8,lb,shopify,deny,TRUE,TRUE,MX
resideo-zd20x20tz-u-truezone-parallel-blade-zone-damper-20-in-x-20-in,NEW,"Resideo ZD20X20TZ/U TrueZONE Parallel Blade Zone Damper, 20 in x 20 in","<p>TrueZONE parallel blade zone damper, 20 in x 20 in.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> ZD20X20TZ/U</li><li><strong>Size:</strong> 20 in x 20 in</li><li><strong>Blade Type:</strong> Parallel blade</li><li><strong>System:</strong> TrueZONE</li><li><strong>UPC:</strong> 085267461207</li><li><strong>Country of Origin:</strong> MX</li><li><strong>Category:</strong> Zone Dampers</li></ul>",Resideo,Zone Dampers,"Resideo, Zone Dampers, map-import-2609",Draft,FALSE,"TrueZONE parallel blade zone damper, 20 in x 20 in.",MERGE,HONE-ZD20X20TZ/U,388.84,085267461207,11.9,lb,shopify,deny,TRUE,TRUE,MX
resideo-zd20x22tz-u-truezone-parallel-blade-zone-damper-20-in-x-22-in,NEW,"Resideo ZD20X22TZ/U TrueZONE Parallel Blade Zone Damper, 20 in x 22 in","<p>TrueZONE parallel blade zone damper, 20 in x 22 in.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> ZD20X22TZ/U</li><li><strong>Size:</strong> 20 in x 22 in</li><li><strong>Blade Type:</strong> Parallel blade</li><li><strong>System:</strong> TrueZONE</li><li><strong>UPC:</strong> 085267542340</li><li><strong>Country of Origin:</strong> MX</li><li><strong>Category:</strong> Zone Dampers</li></ul>",Resideo,Zone Dampers,"Resideo, Zone Dampers, map-import-2609",Draft,FALSE,"TrueZONE parallel blade zone damper, 20 in x 22 in.",MERGE,HONE-ZD20X22TZ/U,395.64,085267542340,13.3,lb,shopify,deny,TRUE,TRUE,MX
resideo-zd20x24tz-u-truezone-parallel-blade-zone-damper-20-in-x-24-in,NEW,"Resideo ZD20X24TZ/U TrueZONE Parallel Blade Zone Damper, 20 in x 24 in","<p>TrueZONE parallel blade zone damper, 20 in x 24 in.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> ZD20X24TZ/U</li><li><strong>Size:</strong> 20 in x 24 in</li><li><strong>Blade Type:</strong> Parallel blade</li><li><strong>System:</strong> TrueZONE</li><li><strong>UPC:</strong> 085267106955</li><li><strong>Country of Origin:</strong> MX</li><li><strong>Category:</strong> Zone Dampers</li></ul>",Resideo,Zone Dampers,"Resideo, Zone Dampers, map-import-2609",Draft,FALSE,"TrueZONE parallel blade zone damper, 20 in x 24 in.",MERGE,HONE-ZD20X24TZ/U,417.20,085267106955,13.0,lb,shopify,deny,TRUE,TRUE,MX
resideo-zd20x6tz-u-truezone-parallel-blade-zone-damper-20-in-x-6-in,NEW,"Resideo ZD20X6TZ/U TrueZONE Parallel Blade Zone Damper, 20 in x 6 in","<p>TrueZONE parallel blade zone damper, 20 in x 6 in.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> ZD20X6TZ/U</li><li><strong>Size:</strong> 20 in x 6 in</li><li><strong>Blade Type:</strong> Parallel blade</li><li><strong>System:</strong> TrueZONE</li><li><strong>UPC:</strong> 085267343695</li><li><strong>Country of Origin:</strong> MX</li><li><strong>Category:</strong> Zone Dampers</li></ul>",Resideo,Zone Dampers,"Resideo, Zone Dampers, map-import-2609",Draft,FALSE,"TrueZONE parallel blade zone damper, 20 in x 6 in.",MERGE,HONE-ZD20X6TZ/U,277.04,085267343695,6.2,lb,shopify,deny,TRUE,TRUE,MX
resideo-zd22x10tz-u-truezone-parallel-blade-zone-damper-22-in-x-10-in,NEW,"Resideo ZD22X10TZ/U TrueZONE Parallel Blade Zone Damper, 22 in x 10 in","<p>TrueZONE parallel blade zone damper, 22 in x 10 in.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> ZD22X10TZ/U</li><li><strong>Size:</strong> 22 in x 10 in</li><li><strong>Blade Type:</strong> Parallel blade</li><li><strong>System:</strong> TrueZONE</li><li><strong>UPC:</strong> 085267493109</li><li><strong>Country of Origin:</strong> MX</li><li><strong>Category:</strong> Zone Dampers</li></ul>",Resideo,Zone Dampers,"Resideo, Zone Dampers, map-import-2609",Draft,FALSE,"TrueZONE parallel blade zone damper, 22 in x 10 in.",MERGE,HONE-ZD22X10TZ/U,317.07,085267493109,7.8,lb,shopify,deny,TRUE,TRUE,MX
resideo-zd22x12tz-u-truezone-parallel-blade-zone-damper-22-in-x-12-in,NEW,"Resideo ZD22X12TZ/U TrueZONE Parallel Blade Zone Damper, 22 in x 12 in","<p>TrueZONE parallel blade zone damper, 22 in x 12 in.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> ZD22X12TZ/U</li><li><strong>Size:</strong> 22 in x 12 in</li><li><strong>Blade Type:</strong> Parallel blade</li><li><strong>System:</strong> TrueZONE</li><li><strong>UPC:</strong> 085267986076</li><li><strong>Country of Origin:</strong> MX</li><li><strong>Category:</strong> Zone Dampers</li></ul>",Resideo,Zone Dampers,"Resideo, Zone Dampers, map-import-2609",Draft,FALSE,"TrueZONE parallel blade zone damper, 22 in x 12 in.",MERGE,HONE-ZD22X12TZ/U,323.94,085267986076,9.2,lb,shopify,deny,TRUE,TRUE,MX
resideo-zd22x14tz-u-truezone-parallel-blade-zone-damper-22-in-x-14-in,NEW,"Resideo ZD22X14TZ/U TrueZONE Parallel Blade Zone Damper, 22 in x 14 in","<p>TrueZONE parallel blade zone damper, 22 in x 14 in.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> ZD22X14TZ/U</li><li><strong>Size:</strong> 22 in x 14 in</li><li><strong>Blade Type:</strong> Parallel blade</li><li><strong>System:</strong> TrueZONE</li><li><strong>UPC:</strong> 085267849944</li><li><strong>Country of Origin:</strong> MX</li><li><strong>Category:</strong> Zone Dampers</li></ul>",Resideo,Zone Dampers,"Resideo, Zone Dampers, map-import-2609",Draft,FALSE,"TrueZONE parallel blade zone damper, 22 in x 14 in.",MERGE,HONE-ZD22X14TZ/U,329.81,085267849944,9.7,lb,shopify,deny,TRUE,TRUE,MX
resideo-zd22x16tz-u-truezone-parallel-blade-zone-damper-22-in-x-16-in,NEW,"Resideo ZD22X16TZ/U TrueZONE Parallel Blade Zone Damper, 22 in x 16 in","<p>TrueZONE parallel blade zone damper, 22 in x 16 in.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> ZD22X16TZ/U</li><li><strong>Size:</strong> 22 in x 16 in</li><li><strong>Blade Type:</strong> Parallel blade</li><li><strong>System:</strong> TrueZONE</li><li><strong>UPC:</strong> 085267800129</li><li><strong>Country of Origin:</strong> MX</li><li><strong>Category:</strong> Zone Dampers</li></ul>",Resideo,Zone Dampers,"Resideo, Zone Dampers, map-import-2609",Draft,FALSE,"TrueZONE parallel blade zone damper, 22 in x 16 in.",MERGE,HONE-ZD22X16TZ/U,346.07,085267800129,11.1,lb,shopify,deny,TRUE,TRUE,MX
resideo-zd22x18tz-u-truezone-parallel-blade-zone-damper-22-in-x-18-in,NEW,"Resideo ZD22X18TZ/U TrueZONE Parallel Blade Zone Damper, 22 in x 18 in","<p>TrueZONE parallel blade zone damper, 22 in x 18 in.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> ZD22X18TZ/U</li><li><strong>Size:</strong> 22 in x 18 in</li><li><strong>Blade Type:</strong> Parallel blade</li><li><strong>System:</strong> TrueZONE</li><li><strong>UPC:</strong> 085267834148</li><li><strong>Country of Origin:</strong> MX</li><li><strong>Category:</strong> Zone Dampers</li></ul>",Resideo,Zone Dampers,"Resideo, Zone Dampers, map-import-2609",Draft,FALSE,"TrueZONE parallel blade zone damper, 22 in x 18 in.",MERGE,HONE-ZD22X18TZ/U,383.83,085267834148,12.0,lb,shopify,deny,TRUE,TRUE,MX
resideo-zd22x20tz-u-truezone-parallel-blade-zone-damper-22-in-x-20-in,NEW,"Resideo ZD22X20TZ/U TrueZONE Parallel Blade Zone Damper, 22 in x 20 in","<p>TrueZONE parallel blade zone damper, 22 in x 20 in.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> ZD22X20TZ/U</li><li><strong>Size:</strong> 22 in x 20 in</li><li><strong>Blade Type:</strong> Parallel blade</li><li><strong>System:</strong> TrueZONE</li><li><strong>UPC:</strong> 085267874625</li><li><strong>Country of Origin:</strong> MX</li><li><strong>Category:</strong> Zone Dampers</li></ul>",Resideo,Zone Dampers,"Resideo, Zone Dampers, map-import-2609",Draft,FALSE,"TrueZONE parallel blade zone damper, 22 in x 20 in.",MERGE,HONE-ZD22X20TZ/U,395.64,085267874625,12.6,lb,shopify,deny,TRUE,TRUE,MX
resideo-zd22x22tz-u-truezone-parallel-blade-zone-damper-22-in-x-22-in,NEW,"Resideo ZD22X22TZ/U TrueZONE Parallel Blade Zone Damper, 22 in x 22 in","<p>TrueZONE parallel blade zone damper, 22 in x 22 in.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> ZD22X22TZ/U</li><li><strong>Size:</strong> 22 in x 22 in</li><li><strong>Blade Type:</strong> Parallel blade</li><li><strong>System:</strong> TrueZONE</li><li><strong>UPC:</strong> 085267893459</li><li><strong>Country of Origin:</strong> MX</li><li><strong>Category:</strong> Zone Dampers</li></ul>",Resideo,Zone Dampers,"Resideo, Zone Dampers, map-import-2609",Draft,FALSE,"TrueZONE parallel blade zone damper, 22 in x 22 in.",MERGE,HONE-ZD22X22TZ/U,418.23,085267893459,13.5,lb,shopify,deny,TRUE,TRUE,MX
resideo-zd22x24tz-u-truezone-parallel-blade-zone-damper-22-in-x-24-in,NEW,"Resideo ZD22X24TZ/U TrueZONE Parallel Blade Zone Damper, 22 in x 24 in","<p>TrueZONE parallel blade zone damper, 22 in x 24 in.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> ZD22X24TZ/U</li><li><strong>Size:</strong> 22 in x 24 in</li><li><strong>Blade Type:</strong> Parallel blade</li><li><strong>System:</strong> TrueZONE</li><li><strong>UPC:</strong> 085267803090</li><li><strong>Country of Origin:</strong> MX</li><li><strong>Category:</strong> Zone Dampers</li></ul>",Resideo,Zone Dampers,"Resideo, Zone Dampers, map-import-2609",Draft,FALSE,"TrueZONE parallel blade zone damper, 22 in x 24 in.",MERGE,HONE-ZD22X24TZ/U,420.17,085267803090,13.1,lb,shopify,deny,TRUE,TRUE,MX
resideo-zd22x6tz-u-truezone-parallel-blade-zone-damper-22-in-x-6-in,NEW,"Resideo ZD22X6TZ/U TrueZONE Parallel Blade Zone Damper, 22 in x 6 in","<p>TrueZONE parallel blade zone damper, 22 in x 6 in.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> ZD22X6TZ/U</li><li><strong>Size:</strong> 22 in x 6 in</li><li><strong>Blade Type:</strong> Parallel blade</li><li><strong>System:</strong> TrueZONE</li><li><strong>UPC:</strong> 085267701808</li><li><strong>Country of Origin:</strong> MX</li><li><strong>Category:</strong> Zone Dampers</li></ul>",Resideo,Zone Dampers,"Resideo, Zone Dampers, map-import-2609",Draft,FALSE,"TrueZONE parallel blade zone damper, 22 in x 6 in.",MERGE,HONE-ZD22X6TZ/U,281.89,085267701808,6.3,lb,shopify,deny,TRUE,TRUE,MX
resideo-zd22x8tz-u-truezone-parallel-blade-zone-damper-22-in-x-8-in,NEW,"Resideo ZD22X8TZ/U TrueZONE Parallel Blade Zone Damper, 22 in x 8 in","<p>TrueZONE parallel blade zone damper, 22 in x 8 in.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> ZD22X8TZ/U</li><li><strong>Size:</strong> 22 in x 8 in</li><li><strong>Blade Type:</strong> Parallel blade</li><li><strong>System:</strong> TrueZONE</li><li><strong>UPC:</strong> 085267730778</li><li><strong>Country of Origin:</strong> MX</li><li><strong>Category:</strong> Zone Dampers</li></ul>",Resideo,Zone Dampers,"Resideo, Zone Dampers, map-import-2609",Draft,FALSE,"TrueZONE parallel blade zone damper, 22 in x 8 in.",MERGE,HONE-ZD22X8TZ/U,282.87,085267730778,6.8,lb,shopify,deny,TRUE,TRUE,MX
resideo-zd24x12tz-u-truezone-parallel-blade-zone-damper-24-in-x-12-in,NEW,"Resideo ZD24X12TZ/U TrueZONE Parallel Blade Zone Damper, 24 in x 12 in","<p>TrueZONE parallel blade zone damper, 24 in x 12 in.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> ZD24X12TZ/U</li><li><strong>Size:</strong> 24 in x 12 in</li><li><strong>Blade Type:</strong> Parallel blade</li><li><strong>System:</strong> TrueZONE</li><li><strong>UPC:</strong> 085267630054</li><li><strong>Country of Origin:</strong> MX</li><li><strong>Category:</strong> Zone Dampers</li></ul>",Resideo,Zone Dampers,"Resideo, Zone Dampers, map-import-2609",Draft,FALSE,"TrueZONE parallel blade zone damper, 24 in x 12 in.",MERGE,HONE-ZD24X12TZ/U,330.51,085267630054,9.5,lb,shopify,deny,TRUE,TRUE,MX
resideo-zd24x14tz-u-truezone-parallel-blade-zone-damper-24-in-x-14-in,NEW,"Resideo ZD24X14TZ/U TrueZONE Parallel Blade Zone Damper, 24 in x 14 in","<p>TrueZONE parallel blade zone damper, 24 in x 14 in.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> ZD24X14TZ/U</li><li><strong>Size:</strong> 24 in x 14 in</li><li><strong>Blade Type:</strong> Parallel blade</li><li><strong>System:</strong> TrueZONE</li><li><strong>UPC:</strong> 085267654340</li><li><strong>Country of Origin:</strong> MX</li><li><strong>Category:</strong> Zone Dampers</li></ul>",Resideo,Zone Dampers,"Resideo, Zone Dampers, map-import-2609",Draft,FALSE,"TrueZONE parallel blade zone damper, 24 in x 14 in.",MERGE,HONE-ZD24X14TZ/U,348.49,085267654340,10.1,lb,shopify,deny,TRUE,TRUE,MX
resideo-zd24x16tz-u-truezone-parallel-blade-zone-damper-24-in-x-16-in,NEW,"Resideo ZD24X16TZ/U TrueZONE Parallel Blade Zone Damper, 24 in x 16 in","<p>TrueZONE parallel blade zone damper, 24 in x 16 in.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> ZD24X16TZ/U</li><li><strong>Size:</strong> 24 in x 16 in</li><li><strong>Blade Type:</strong> Parallel blade</li><li><strong>System:</strong> TrueZONE</li><li><strong>UPC:</strong> 085267533386</li><li><strong>Country of Origin:</strong> MX</li><li><strong>Category:</strong> Zone Dampers</li></ul>",Resideo,Zone Dampers,"Resideo, Zone Dampers, map-import-2609",Draft,FALSE,"TrueZONE parallel blade zone damper, 24 in x 16 in.",MERGE,HONE-ZD24X16TZ/U,369.91,085267533386,11.4,lb,shopify,deny,TRUE,TRUE,MX
resideo-zd24x18tz-u-truezone-parallel-blade-zone-damper-24-in-x-18-in,NEW,"Resideo ZD24X18TZ/U TrueZONE Parallel Blade Zone Damper, 24 in x 18 in","<p>TrueZONE parallel blade zone damper, 24 in x 18 in.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> ZD24X18TZ/U</li><li><strong>Size:</strong> 24 in x 18 in</li><li><strong>Blade Type:</strong> Parallel blade</li><li><strong>System:</strong> TrueZONE</li><li><strong>UPC:</strong> 085267551892</li><li><strong>Country of Origin:</strong> MX</li><li><strong>Category:</strong> Zone Dampers</li></ul>",Resideo,Zone Dampers,"Resideo, Zone Dampers, map-import-2609",Draft,FALSE,"TrueZONE parallel blade zone damper, 24 in x 18 in.",MERGE,HONE-ZD24X18TZ/U,395.64,085267551892,12.3,lb,shopify,deny,TRUE,TRUE,MX
resideo-zd24x20tz-u-truezone-parallel-blade-zone-damper-24-in-x-20-in,NEW,"Resideo ZD24X20TZ/U TrueZONE Parallel Blade Zone Damper, 24 in x 20 in","<p>TrueZONE parallel blade zone damper, 24 in x 20 in.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> ZD24X20TZ/U</li><li><strong>Size:</strong> 24 in x 20 in</li><li><strong>Blade Type:</strong> Parallel blade</li><li><strong>System:</strong> TrueZONE</li><li><strong>UPC:</strong> 085267578615</li><li><strong>Country of Origin:</strong> MX</li><li><strong>Category:</strong> Zone Dampers</li></ul>",Resideo,Zone Dampers,"Resideo, Zone Dampers, map-import-2609",Draft,FALSE,"TrueZONE parallel blade zone damper, 24 in x 20 in.",MERGE,HONE-ZD24X20TZ/U,419.23,085267578615,13.3,lb,shopify,deny,TRUE,TRUE,MX
resideo-zd24x22tz-u-truezone-parallel-blade-zone-damper-24-in-x-22-in,NEW,"Resideo ZD24X22TZ/U TrueZONE Parallel Blade Zone Damper, 24 in x 22 in","<p>TrueZONE parallel blade zone damper, 24 in x 22 in.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> ZD24X22TZ/U</li><li><strong>Size:</strong> 24 in x 22 in</li><li><strong>Blade Type:</strong> Parallel blade</li><li><strong>System:</strong> TrueZONE</li><li><strong>UPC:</strong> 085267603485</li><li><strong>Country of Origin:</strong> MX</li><li><strong>Category:</strong> Zone Dampers</li></ul>",Resideo,Zone Dampers,"Resideo, Zone Dampers, map-import-2609",Draft,FALSE,"TrueZONE parallel blade zone damper, 24 in x 22 in.",MERGE,HONE-ZD24X22TZ/U,430.66,085267603485,14.3,lb,shopify,deny,TRUE,TRUE,MX
resideo-zd24x24tz-u-truezone-parallel-blade-zone-damper-24-in-x-24-in,NEW,"Resideo ZD24X24TZ/U TrueZONE Parallel Blade Zone Damper, 24 in x 24 in","<p>TrueZONE parallel blade zone damper, 24 in x 24 in.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> ZD24X24TZ/U</li><li><strong>Size:</strong> 24 in x 24 in</li><li><strong>Blade Type:</strong> Parallel blade</li><li><strong>System:</strong> TrueZONE</li><li><strong>UPC:</strong> 085267511391</li><li><strong>Country of Origin:</strong> MX</li><li><strong>Category:</strong> Zone Dampers</li></ul>",Resideo,Zone Dampers,"Resideo, Zone Dampers, map-import-2609",Draft,FALSE,"TrueZONE parallel blade zone damper, 24 in x 24 in.",MERGE,HONE-ZD24X24TZ/U,454.74,085267511391,14.2,lb,shopify,deny,TRUE,TRUE,MX
resideo-zd24x6tz-u-truezone-parallel-blade-zone-damper-24-in-x-6-in,NEW,"Resideo ZD24X6TZ/U TrueZONE Parallel Blade Zone Damper, 24 in x 6 in","<p>TrueZONE parallel blade zone damper, 24 in x 6 in.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> ZD24X6TZ/U</li><li><strong>Size:</strong> 24 in x 6 in</li><li><strong>Blade Type:</strong> Parallel blade</li><li><strong>System:</strong> TrueZONE</li><li><strong>UPC:</strong> 085267582018</li><li><strong>Country of Origin:</strong> MX</li><li><strong>Category:</strong> Zone Dampers</li></ul>",Resideo,Zone Dampers,"Resideo, Zone Dampers, map-import-2609",Draft,FALSE,"TrueZONE parallel blade zone damper, 24 in x 6 in.",MERGE,HONE-ZD24X6TZ/U,287.74,085267582018,6.6,lb,shopify,deny,TRUE,TRUE,MX
